File_Name	Modern_English	Reformed_Word	Conjugations	Part_of_Speech
change	change	c̃ainge	-s -d -ing	verb
change	change	c̃ainge	-s	masculine noun
change	changeable	c̃aingiable		adjective
change	interchange	interc̃ainge	-s -d -ing	verb
change	entrechange	interc̃ainge	-s	feminine noun
change	exchange	exc̃ainge	-s	feminine noun
change	exchange	exc̃ainge	-s -d -ing	verb
compare	compare	compaire	-s -d -ing	verb
compare	comparable	compaîrable	-y	adjective
compare	comparison	compaîrasson	-s	feminine noun
compare	comparative	compaîratif	-vly	adjective
court	court	corte,	corts	masculine noun
court	court	corte	-s -d -ing	verb
cyberspace	cyberspace	cyberspâce	-s	masculine noun
compound	compound	compônde	-s -d -ing	verb
clue	clue	cleue,	cleus	masculine noun
clue	clue	cleue	-s -d -ing	verb
cashmere	Kashmir	Cașmire		feminine noun
cashmere	Kashmiri	Cașmíri		adjective, feminine noun
cashmere	Kashmirian	Cașmírian		feminine noun
cashmere	cashmere	cașmire		adjective, masculine noun
current	current	current	-s -ly	adjective, masculine noun
current	currency	currencie	-is	masculine noun
contagious	contagious	contâgeus	-ly -ness	adjective
contagious	contagion	contâgion	-s	feminine noun
color	color	color	-s	masculine noun
color	color	colore	-s -d -ing	verb
color	colorful	colorful		adjective
color	colorless	colorless	-ly	adjective
color	colorific	colorific		adjective
color	coloration	colorâcion	-s	feminine noun
crease	crease	crísse	-s -d -ing	verb
crease	crease	críss	-es	masculine noun
cradle	cradle	crâdle,	crâduls	masculine noun
cradle	cradle	crâdle	-s -d -ing	verb
cattle	cattle	cattle,	cattels	masculine noun
cook	cook	côc,	queox	masculine noun
cook	cook	côche	côc(s -d -ing	verb
cook	cookbook	côc-bôc		masculine noun
carry	carry	cârie	-s -d cârying	verb
carry	carry	cârie,	câris	masculine noun
carry	carriage	cârage	-s	masculine noun
climb	climb	clîme	-s -d -ing	verb
climb	climb	clîme,	clîms	masculine noun
contact	contact	contact,	contacs	masculine noun
contact	contact	contacte	-s -d -ing	verb
coffee	coffee	caufie	-is	masculine noun
credence	credence	cridence		masculine noun
credence	credential	credencial	-s	adjective, feminine noun
clothe	cloth	claoþ	-s	masculine noun
clothe	clothes	cloas		masculine noun
clothe	clothe	cloaþe	-s -d -ing	verb
crayfish	crawfish	creyfisce,	crayfisce, craufisce -s	masculine noun
cushion	cushion	cûcion	-s	masculine noun
cushion	cushion	cûcione	-s -d -ing	verb
clamber	clamber	clamber	clambre(s clambred clambering	verb
clamber	clamber	clambre		masculine noun
challenge	challenge	c̃alenge	-s -d -ing	verb
challenge	challenge	c̃alenge	-s	masculine noun
challenge	challenger	c̃alengior	-s	masculine noun
cow	cow	côe,	côus	masculine noun
cow	calves	càfe,	càfs	masculine noun
cow	calve	càve	-s -d -ing	verb
cane	cane	câne,	câns	masculine noun
cane	cane	câne	-s -d -ing	verb
curse	curse	curse	-s	masculine noun
curse	curse	curse	-s -d -ing	verb
curse	cuss	cusse		verb
curse	cuss	cuss	-es	masculine noun, adjective
crook	crook	crôc,	creox	masculine noun
crook	crooked	crôchid		adjective, masculine noun
cake	cake	câc,	caix	masculine noun
cake	cake	câche,	câc(s câched câching	verb
contract	contract	contracte	contracs -d -ing	verb
contract	contract	contracte	contracs -d -ing	verb
contract	contract	contract,	contracs	adjective, masculine noun
contract	contractor	contractor	-s	masculine noun
contract	contractor	contracteur	-s	feminine noun
contract	contraction	contraccion	-s -al -airy	feminine noun
contract	contractual	contracţual		adjective
contract	contractually	contracţally		adverb
craven	craven	crâvan		adjective
curious	curious	curieus	-ly	adjective
curious	curiosity	curiossetie	-is	feminine noun
consolidate	consolidate	consolidait	-s -ed -ing	verb
consolidate	consolidation	consolidâcion	-s	feminine noun
crazy	craze	crâse	-s -d -ing	verb
crazy	craze	crâse	-s	feminine noun
crazy	crazy	crâsy		adjective
command	command	comande	-s -d -ing	verb
command	command	comande,	comànds	adjective, feminine noun
command	commandant	comàndant	-s	adjective, noun
command	commander	comandeur	-s	feminine noun
command	commandeer	comandier	comandire(s comandired comandiering	verb
command	commandment	comandement	-s	feminine noun
charm	charm	c̃arme,	c̃arms	masculine noun
charm	charm	c̃arme	-s -d -ing	verb
covenant	covenant	covenant	-s	masculine noun
covenant	covenant	covenante	-s -d -ing	verb
conflate	conflate	conflâte	-s -d -ing	verb
conflate	conflate	conflâte,	conflâts	masculine noun
conflate	conflation	conflâcion	-s	feminine noun
cavort	cavort	cavôrte	-s -d -ing	verb
crow	crow	croe,	cros	masculine noun
crow	crow	croe	-s -d -uing	verb
cough	cough	coffe,	coffs	masculine noun
cough	cough	coffe	-s -d -ing	verb
cue	cue	cúe,	cús	masculine noun
cue	cue	cúe	-s -d cúing	verb
carnal	carnal	carnal		adjective
carnal	carnality	carnaletie	-is	feminine noun
carnal	carnage	carnage		masculine noun
close	close	clóss	-ar -est -ly	adjective, adverb
close	close	clóssly		adverb
close	closure	cloșure	-urs	masculine noun
crush	crush	crosce	-s -d -ing	verb
crush	crush	crosce	-s	masculine noun
congratulate	congratulate	congraţulait	-s -ed -ing	verb
congratulate	congrats	congraţulâcion	-s, congràts	feminine noun
chai	chai	c̃ae,	c̃ais	masculine noun
category	category	catigorie	-is	masculine noun
category	categorical	catigórical		adjective
category	categorize	catigoryse	-s -d -ing	verb
category	categorization	catigorisâcion	-s	feminine noun
coerce	coercion	coèrgion	-s	feminine noun
coerce	coercive	coèrcif		adjective
chump	chump	c̃ompe,	c̃omps	masculine noun
counsel	counsel	cônsle,	cônsels	masculine noun
counsel	counsel	cônsle	-s -d -ing	verb
counsel	counselor	cônsleur	-s	masculine noun
calm	calm	calm	-ar -est	adjective
calm	calm	calme	-s -d -ing	verb
calm	calm	calme,	calms	masculine noun
center	center	center	centre(s centred centering	verb
center	center	centre,	centars	masculine noun
center	central	central		adjective
center	centrality	centraletie	-is	feminine noun
center	centralize	centralyse	-s -d -ing	verb
center	centralization	centralisâcion	-s	feminine noun
conscience	conscience	consçence	-s	masculine noun
conscience	conscientious	consçienteus	-sly	adjective
conscience	conscionable	conscionable	-y	adjective
conscience	conscious	consçeus	-ly -ness	adjective
conscience	conscient	consçent		obs, adjective
cede	cede	cide	-s -d -ing	verb
cede	cession	cession	-s	masculine noun
cone	cone	cone,	coans	masculine noun
carcass	carcass	carcass	-es	masculine noun
contain	contain	conteine	-s -d -ing	verb
contain	container	conteineor	-s	feminine noun
contain	containable	contéinable		adjective
contain	containment	contéinment	-s	feminine noun
cement	cement	cemente,	cemènts	feminine noun
cement	cement	cemente	-s -d -ing	verb
complex	complex	complèx		adjective
complex	complex	complex	-es	masculine noun
complex	complexity	complexetie	-is	feminine noun
complex	complexion	complexion	-s	feminine noun
corps	corps	corps		masculine noun
corps	corpse	corpse	-s	masculine noun
corps	corporate	corprat	-ly	adjective
corps	corporative	corpratif	-vly	adjective
corps	corporation	corporâcion	-s	feminine noun
corps	corporatism	corpratism		masculine noun
coup-détat	coup	coudetá,	cou -s	feminine noun, masculine noun
collide	collide	collîde	-s -d -ing	verb
collide	collision	collision	-s	feminine noun
comet	comet	comete,	comets	masculine noun
cajole	cajole	cajole	-s -d -ing	verb
commissar	commissar	commissar	-s	masculine noun
commissar	commissary	commissarie,	commissaris	masculine noun
commissar	commissarial	commissârial		adjective, feminine noun
commissar	commissariat	commissâriat	-s	feminine noun
consume	consume	consoume	-s -d -ing	verb
consume	consumption	consomption	-s	feminine noun
consume	consumptive	consomptif		adjective
critique	critique	critique,	critícs	feminine noun
critique	critique	critique	critíc(s -d -ing	verb
critique	critic	critic	-s	masculine noun
critique	critical	critical		adjective
critique	critically	criticly		adverb
critique	criticize	criticyse	-s -d -ing	verb
critique	criticism	criticism	-s	masculine noun
choir	choir	coîre,	coîars	masculine noun
concentrate	concentrate	concentrait	-s	adjective, masculine noun
concentrate	concentration	concentrâcion	-s	feminine noun
caw	caw	cahe	-s -d -ing	verb
caw	caw	cahe,	caus	masculine noun
construct	construct	constructe	construcs -d -ing	verb
construct	construct	construct,	construcs	masculine noun
construct	construction	construccion	-s	feminine noun
construct	constructive	constructif		adjective
church	church	c̃urc̃e	-s	masculine noun
cigar	cigar	cigarre,	cigárs	feminine noun
cigar	cigarette	cigarette,	cigarèts	feminine noun
cite	cite	cîte	-s -d -ing	verb
cite	citation	citâcion	-s	feminine noun
civil	civil	civil		adjective
civil	civilize	civilyse	-s -d -ing	verb
civil	civilization	civilisâcion	-s	feminine noun
civil	civilian	civillian		feminine noun
civil	civility	civillatie		feminine noun
continue	continue	contiñue	-s -d -ing	verb
continue	continuation	continuâcion	-s	feminine noun
continue	continuity	contiñuetie	-is	feminine noun
continue	continuous	contiñueus	-ly	adjective, adverb
continue	continual	contiñual		adjective
continue	continuance	contiñuance		masculine noun
concur	concur	concurre	concur(s -d -ing	verb
concur	concurrent	concurrent	-ly	adjective
concur	concurrence	concurrence		feminine noun
convene	convene	convine	-s -d -ing	verb
convene	convenience	conviñence	-s	feminine noun
convene	convenient	conviñent	-ly	adjective
canteen	canteen	cantine,	cantíns	feminine noun
calf	calves	calfe,	calfs	masculine noun
chowder	chowder	c̃audre,	c̃audars	masculine noun
circumflex	circumflex	circomflex	-es	masculine noun
cousin	cousin	cosane,	cosans	masculine noun
cottage	cottage	cotage	-s	masculine noun
courage	courage	courage		masculine noun
courage	courageous	courâgeus	-ly -ness	adjective
complicate	complicate	complicait	-s -ed -ing	verb
complicate	complication	complicâcion	-s	feminine noun
complicate	complicity	compliçatie	-is	feminine noun
complicate	complicit	compliçat		adjective
cat	cat	cate,	cats	masculine noun
caramel	caramel	carmel(e,	carmels	adjective, masculine noun
Cairo	Cairo	Cahiro		masculine noun
cube	cube	cube,	cúbs	masculine noun
cube	cube	cube	-s -d -ing	verb
cube	cubic	cúbic		adjective
cube	cubicle	cúbicle,	cúbiculs	masculine noun
cube	cubical	cúbical		adjective
cube	cubically	cúbicly		adverb
cleave	cleave	clieve	-s claift -ing	verb
cleave	cleaver	clieveur,	clievor -s	masculine noun
cleave	cleave	clíve	-s -d -ing	verb
coconut	coconut	coconhot	-s	masculine noun
critter	critter	critre,	critars	masculine noun
crucify	crucify	crucifae	-s -d crucifyhing	verb
crucify	crucifix	crucifix	-es	masculine noun
crucify	crucifixion	crucifix̦on	-s	feminine noun
crucify	crux	crux	-es	masculine noun
crucify	cruciform	cruciform		adjective
cranium	cranium	crâniom,	crânia	masculine noun
cranium	cranial	crânial	-ly	adjective
crowd	crowd	craûde	-s -d -ing	verb
crowd	crowd	craûde,	craûds	masculine noun
chow	chow	c̃aue	-s -d -ing	verb
cipher	cipher	cîfre,	cîfars	masculine noun
cipher	cipher	cîfer	cîfre(s cîfred cîfering	verb
cipher	decipher	decîfer	decîfre(s decîfred decîfering	verb
cipher	decipher	decîfre,	decîfars	feminine noun
cipher	decipherer	decîferor	-s	feminine noun
cipher	decipherable	decîfrable		adjective
cipher	indecipherable	indecîfrable		adjective
cipher	decipherment	decîfrement	-s	feminine noun
cello	cello	c̃ello	-s	masculine noun
commend	commend	commende	-s -d -ing	verb
commend	commendation	commendâcion	-s	feminine noun
commend	commendable	commendable	-y	adjective
commend	commendatory	commendatory		adjective
claim	claim	clâme,	clâms	masculine noun
claim	claim	clâme	-s -d -ing	verb
claim	clamor	clamar	-s	masculine noun
claim	clamor	clamare	-s -d -ing	verb
choice	choice	c̃oice	-s	adjective, feminine noun
condition	condition	condicion	-s	feminine noun
condition	condition	condicione	-s -d -ing	verb
condition	conditional	condicional	-ly	adjective
condition	conditioner	condicionor	-s	feminine noun
conversate	conversate	cónversait	-s -ed -ing	verb
conversate	conversation	conversâcion	-s	feminine noun
correct	correct	correcte	correcs -d -ing	verb
correct	correct	corrèct	-ly	adjective
correct	correction	correccion	-s	feminine noun
correct	correctional	correccional		adjective
correct	corrective	correctif		adjective
coral	coral	corale,	corals	adjective, masculine noun
consolate	consolate	consolait	-s -ed -ing	verb
consolate	consolation	consolâcion	-s	feminine noun
consolate	consolatory	consólatory		adjective
consolate	consolable	consólable		adjective
consolate	inconsolable	inconsólable		adjective
crutch	crutch	creuc̃e	-s	masculine noun
chase	sashay	saçeie	-s -d saçeying	verb
chase	chase	c̃aice	-s -d -ing	verb
chase	chase	c̃aice	-s	masculine noun
chase	chase	c̃aisse	-s	masculine noun
chase	chase	c̃aisse	-s -d -ing	verb
conceal	conceal	conciele	-s -d -ing	verb
conceal	concealment	concielement	-s	feminine noun
connect	connect	connecte	connecs -d -ing	verb
connect	connection	conneccion	-s	feminine noun
connect	connective	connectif		adjective
connect	connectivity	connectivatie,	connectivatis	feminine noun
curlew	curlew	courloue,	courlous	masculine noun
crunch	crunch	cronc̃e	-s -d -ing	verb
crunch	crunch	cronc̃e	-s	masculine noun
cool	cool	coul	-ar -est	adjective
cool	cool	coule		masculine noun
cool	cool	coule	-s -d -ing	verb
cool	cold	cóld	-er -est	adjective
cool	cold	cóld	-s	masculine noun
create	create	criâte	-s -d -ing	verb
create	creation	criâcion	-s	feminine noun
create	creationism	criâcionism	-s	feminine noun
create	creative	criâtif	-ness	adjective
create	creative	criâtivly		adverb
create	creativity	criâtivatie,	criâtivatis	feminine noun
create	creature	crietior	-s; crieţure, crieţurs	masculine noun
create	creator	criâteur,	criâtor -s	feminine noun
creak	creak	crieche	criec(s -d -ing	verb
creak	creak	criec,	criex	masculine noun
creak	creaky	criechy	-iar -iest	adjective
cog	cog	cágue,	cágs	masculine noun
chat	chat	c̃ate	-s -d -ing	verb
chat	chatter	c̃ater	c̃atre(s c̃atred c̃atering	verb
cantaloupe	cantaloupe	canalope,	canaloaps	masculine noun
clock	clock	cloc,	clox	masculine noun
clock	clock	cloche	cloc(s -d -ing	verb
capable	capable	câpable		adjective, masculine noun
capable	capability	câpabilatie	-is	feminine noun
capable	capacity	capacetie	-is	feminine noun
capable	capacitor	capacetor	-s	feminine noun
cover	cover	covir	covre(s covred coviring	verb
cover	cover	covre,	covirs	masculine noun
cover	coverage	covrage	-s	masculine noun
capsize	capsize	capsyse	-s -d -ing	verb
cheer	cheer	c̃iere	-s -d -ing	verb
cheer	cheer	c̃iere,	c̃iers	masculine noun
cheer	cheery	c̃iery		adjective
cheer	cheerful	c̃ierful		adjective
celery	celery	selerie		masculine noun
coal	coal	cole,	coals	masculine noun
creek	creek	crique,	crícs; cric, crix	masculine noun
Czech	Czech	Czec,	czec	masculine noun, adjective
chute	chute	cioute,	ciouts	masculine noun
cookie	cookie	côchie,	côchis	masculine noun
cherry	cherry	c̃errie,	c̃erris	masculine noun
chocolate	chocolate	c̃aochlat	-s -y	adjective, masculine noun
communicate	communicate	comúnicait	-s -ed -ing	verb
communicate	communicator	comúnicaitor	-s	feminine noun
communicate	communication	comunicâcion	-s	feminine noun
communicate	communicative	comúnicatif	-vly	adjective
communicate	communicatory	comúnicatory		adjective
communicate	communicable	comúnicable		adjective
communicate	communicability	comunicabilatie	-is	feminine noun
cringe	cringe	cringe	-s -d -ing	verb
cringe	cringe	cringe		adjective, masculine noun
cluck	cluck	cluche	cleuc(s -d -ing	verb
cluck	cluck	cleuc,	cleux	masculine noun
cereal	cereal	círial	-s	adjective, masculine noun
cocoon	cocoon	cocoune,	cocouns	feminine noun
cocoon	cocoon	cocune	-s -d -ing	verb
collaborate	collaborate	collaborait	-s -ed -ing	verb
collaborate	collaborator	collaboraitor	-s	feminine noun
collaborate	collaboration	collaborâcion	-s	feminine noun
collaborate	collaborative	collabratif	-s	adjective, feminine noun
cockroach	cockroach	caccroc̃e	-s	masculine noun
come	come	come	-s câme com -ing	verb
crisis	crisis	crîsis,	crîsise	masculine noun
comrade	comrade	cámerad	-s	masculine noun
comrade	comradery	cameráderie,	cameráderis	feminine noun
chew	chew	c̃eue	-s -d c̃euing	verb
chew	chew	c̃eue,	c̃eus	masculine noun
cape	cape	câpe,	câps	masculine noun
cape	cape	câpe	-s -d -ing	verb
cape	cape	câpe,	câps	feminine noun
cent	cent	cente,	cents	masculine noun
crouch	crouch	croac̃e	-s -d -ing	verb
compass	compass	compass	-es	masculine noun
compass	compasser	compasse	-s -d -ing	verb
compass	encompass	encompasse	-s -d -ing	verb
carrot	carrot	cârot	-s	masculine noun
couch	couch	coac̃e	-s	masculine noun
couch	couch	coac̃e	-s -d -ing	verb
circle	circle	circle	-s -d -ing	verb
circle	circle	circle,	circuls	masculine noun
circle	circular	circular	-ly	adjective
